lat,long,alt
29.81683550,30.82607030,100.000000
29.81890200,30.82641360,100.000000
29.82022370,30.82446100,100.000000
29.81687270,30.82113500,100.000000
29.81339130,30.82072730,100.000000
29.81188320,30.82343100,100.000000
